listing_id,name,host_id,host_name,host_city,host_state,host_country,neighbourhood,property_type,room_type,review_scores_rating
20808725,Luxurious Get-Away | NEAR CITY CENTRE | Balcony,149189761,Adriaan,The Netherlands,,,Centrum-Oost,Entire apartment,Entire home/apt,90
20809143,Lovely Apartment Amsterdam,67757464,Leonie,The Netherlands,,,Westerpark,Entire apartment,Entire home/apt,100
20811386,Modern appartement in Amsterdam,25733625,Masami,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,97
20814473,Great apartment in the heart of De Pijp | 3P,50848313,Rens,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,60
20814617,Beautiful apartment in Amsterdam,14305286,Margje,The Netherlands,,,Zuid,Entire apartment,Entire home/apt,95
20816136,"Amsterdam city centre, modern and cosy apartment",145991970,Jorrit,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,100
20822307,Cosy double bedroom & apt. next to Vondelpark,107982559,Narveet,Amsterdam,North Holland,The Netherlands,Zuid,Private room in apartment,Private room,90
20824468,Beautifull 3 floor appartment in the heart of Adam,24177354,Jo,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire house,Entire home/apt,90
20825413,Amsterdam thrive retreat,148205693,Basnau,Amsterdam,North Holland,The Netherlands,Bijlmer-Oost,Private room in house,Private room,84
20826986,Stylish apartment w rooftop terrace in A'dam-Zuid,2846229,Fabian&Tijana,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
20829484,Boutique houseboat Johanna,42698391,Olaf And Mark,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Boat,Entire home/apt,99
20829720,Nice appartment in Amsterdam near the RAI,7641487,Pieter,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
20829946,"Room with amazing view, in great area.",62971202,Tisa,Amsterdam,North Holland,The Netherlands,Westerpark,Private room in apartment,Private room,100
20830948,Nidito de amor,67297558,Lucho,The Netherlands,,,Geuzenveld - Slotermeer,Private room in apartment,Private room,82
20832748,90m2 Ground-Floor — beautiful & ideal location,20051298,Feike,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,97
20837003,Johan's fantastic Pijp retreat,149497150,Frans,The Netherlands,,,De Pijp - Rivierenbuurt,Private room in apartment,Private room,
20838248,Modern apartment Amsterdam Center near Vondelpark,2746161,Rosanne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
20838843,Stylish and cozy double room in trendy flat.,20155665,Janno,Amsterdam,North Holland,The Netherlands,Oud-Noord,Private room in apartment,Private room,94
20840176,"10 double cabins on sailing ship, 20 min to center",22879651,Wamme,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Shared room in boat,Shared room,97
20840641,Nice private double bedroom in shared flat,149528289,Genesio,Amsterdam,North Holland,The Netherlands,Bijlmer-Oost,Private room in apartment,Private room,95
20842117,Amsterdam,149544570,Susan,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20842273,Large Charming Private Retreat in HEART of Amsterdam,149357572,Michiella,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,91
20842505,Big room in modern loft apartment in city centre,15577280,Mark,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in apartment,Private room,100
20848097,2bedroom amazing apt in the HEART of Amsterdam.,18052663,Nikos,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,93
20857622,"Luxurious, cosy and private studio Fountain view",149699527,Jacqie.,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Private room in apartment,Private room,99
20859474,Perfect place to stay in beautiful Amsterdam.,132233760,Emma,Amsterdam,North Holland,The Netherlands,Westerpark,Private room in guest suite,Private room,99
20868785,Authentic and cosy appartment in centre Amsterdam,5483620,Sofie,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,93
20869209,Light and spacious family appartement,6462336,Sonja,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
20869366,Lovely and bright family home with large garden,6964088,Jasper,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
20870029,Cozy room with garden,18195197,Romy,Groningen,Groningen,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,100
20872631,Light & spacious apartment in lovely neighborhood,6614857,Wout,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,
20873005,Canal View Apartment,36029200,Nino,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
20873357,Cosy 2-bedroom apartment with roof-terrace,254037,Julian,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20873538,Spacious one bedroom flat in Amsterdam Noord,19695064,Marco,Amsterdam,North Holland,The Netherlands,Noord-West,Entire apartment,Entire home/apt,100
20877015,Cosy canal view apartment in great area 'De Pijp',130032990,Fenna,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,95
20878711,Contemporary apartment Leidseplein (city center),149926001,Jansen,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,91
20878866,Likeable and enjoyable appartment in De Pijp,15436246,Casper,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,95
20879482,"Private clean app in Amsterdam, 5 min from center!",25160434,Liesbeth,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,99
20879642,Cosy apartment near Vondelpark!,148049459,Judy,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,94
20880816,Great apt. with garden (and BBQ) for 2 /4 people,27084963,Karen,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
20883368,Your Own Bubble in the Eccentric East Amsterdam,8526227,Morgane,Amsterdam,North Holland,The Netherlands,Oud-Oost,Private room in house,Private room,
20884813,Large apartment near Vondelpark,70025172,Etienne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20884961,Amsterdam,53589593,Sang,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
20890600,Spacious private apartment with modern facilities,17779051,Jacco,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,93
20901220,"Bright, Spacious Apartment Jordaan/Westerpark",49522494,Remco,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
20906436,Large 1 bedroom apartment at RAI,9000116,Georgia,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,
20907008,"Stately Townhouse @ Center&Canals, 3BRM + rooftop!",150229791,Erik,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire townhouse,Entire home/apt,99
20907952,Spacious & modern apartment in trendy area | 2P,28850344,Anne,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,85
20908840,Nice open space modern apartment. Near Adam beach,150245821,Paul,The Netherlands,,,IJburg - Zeeburgereiland,Entire apartment,Entire home/apt,88
20910012,House Amsterdam-Noord- 30 mins from F1 Zandvoort,6232198,Thijs,Amsterdam,North Holland,The Netherlands,Noord-Oost,Entire house,Entire home/apt,100
20910770,The Blue Room in Laetitia's BnB in Amsterdam,41141933,Laetitia,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Private room in house,Private room,98
20913032,"Hotel in the heart of Amsterdam, Single room",67005410,Feliciano,Amsterdam,North Holland,The Netherlands,Centrum-West,Room in boutique hotel,Private room,94
20916514,Central 19th century 2bdr apartment,73466623,Marleen,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20922280,The Market Retreat,118657114,Casper,The Netherlands,,,De Pijp - Rivierenbuurt,Private room in apartment,Private room,90
20924563,Authentic Top Floor Studio in de Pijp!,14182906,Tommy,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,92
20925863,Big house with free WiFi & free parking,150419952,Mahyar,The Netherlands,,,Gaasperdam - Driemond,Entire house,Entire home/apt,90
20927995,*Luxurious & Modern Loft - Central Location,150432513,Jasper,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire loft,Entire home/apt,96
20929019,Comfortable apartment next to the Erasmuspark | 2P,150435994,Steven,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,92
20929469,Beautiful apartment in the heart of Bos en Lommer,18212544,Maja,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,94
20937710,Familie home!Available for summerholiday in august,21017484,Sophia,The Netherlands,,,De Aker - Nieuw Sloten,Entire townhouse,Entire home/apt,100
20939405,"Beautiful, tidy apartment in center of Amsterdam",28739229,Erik,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
20939906,"Sunny, spacious, quiet apartment close to centre!",20772988,Judy,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
20940149,Lovely Family House next to park,150555129,Marloes & Richard,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,94
20941925,Cozy room for a perfect stay in the center,35013842,Kira,Germany,,,De Baarsjes - Oud-West,Private room in apartment,Private room,94
20943584,Beautiful light apartment near Vondelpark Amsterda,2872873,Christa,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
20945152,Charming apartment with a rooftop terrace!,150607519,Diana,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,98
20952619,Contemporary apartment with breathtaking views!,150683505,Saskia,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,95
20954102,"Spacious, clean, modern apt - 15 min to Center",67236983,Mary,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,98
20955021,Apartment at De Pijp,17321405,Christian,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,90
20958748,Spacious city appartment Amsterdam,3175250,David & Lisa,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire apartment,Entire home/apt,100
20962766,Cozy place,27493895,Berk,Istanbul,Turkey,,Centrum-West,Entire apartment,Entire home/apt,
20963885,PERFECT COUPLES HOME! | With Balcony | Next to CENTER!,43514658,Tim,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
20964963,★★★★ COMFORTABLE APARTMENT @ NDSM | AMSTERDAM ★★★★,46691672,Eva & Kobe,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,88
20967046,Luxurious apt. 5 min walk to museum district,9170538,Rosanne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20973313,Modern apartment in Amsterdam with terrace,150904112,Jose Miguel,The Netherlands,,,Slotervaart,Entire apartment,Entire home/apt,93
20973548,Modern spacious family apartment with garden.,72905222,Jos,The Netherlands,,,Bos en Lommer,Entire apartment,Entire home/apt,
20973726,"Clean, Light & Quiet apartment with Garden",150910414,Nikki,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
20975003,Charming apartment at superb Vondelpark location,118394636,Diana,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,98
20975063,Modern & cozy apartment next to Amstel river,6557654,Keke,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,98
20977704,Modern clean studio nearby City Centre,150947720,Roderick,The Netherlands,,,Watergraafsmeer,Entire apartment,Entire home/apt,
20978269,Guest room and living room in a sunny apartment,19978167,Silvia,Amsterdam,North Holland,The Netherlands,Zuid,Private room in apartment,Private room,90
20979131,Entire luxurious apartment in Amsterdam,121664468,Regina,Haarlem,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,97
20980499,Spacious sky room for 1 or 2,19524151,Paul,Amsterdam,North Holland,The Netherlands,Slotervaart,Private room in apartment,Private room,90
20981331,Quiet place next to the city centre,6488204,Adriano,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
20986868,Great City Rooftop Apartment,11464972,Boudewijn,Utrecht,Utrecht,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20987240,"Wonderfully large, light and spacious!!",14590304,Regina,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,98
20988144,Nice and cozy apartment in the CENTRE OF AMSTERDAM,95863070,Vincent,Utrecht,Utrecht,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
20989356,Cosy apartment near famous Vondelpark,55860648,Petra & Esther,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
20991478,Bright spacious apartment in charming neighborhood,38269263,Marjolein,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
20994318,Cozy Apartment Amsterdam-West,99874375,Bart,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
20996549,Spacious room in the beautiful Amsterdam,18461009,Alisa,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in apartment,Private room,97
20998881,Rooftop paradise,150060603,Caitlin,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Private room in apartment,Private room,
21000245,Beautiful ground floor apartment in Amsterdam!,151189435,Maarten,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21001196,Luxury house with garden in the centre / Jordaan,132985062,Roy,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,97
21002229,"60 m2 Designer appartment, great location!",5429503,Swie Hong,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
21002581,"Amsterdam Farm Lodge: 6-persons , green area",135487531,Rogier & Nicole,Amsterdam,North Holland,The Netherlands,Noord-West,Entire apartment,Entire home/apt,97
21004020,Great Appartment in Amsterdam (60m2),68698245,Sam,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21005013,Amazing apt next to the Jordaan and Wester Park,29049378,Lisen & Niels,Rotterdam,South Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,60
21005647,"Bright appartment near citycentre, beautiful view!",12105288,Shirley,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,97
21005934,Cozy flat - De Pijp,21681343,Raffaele,Milan,Lombardy,Italy,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,92
21009564,THE LITTLE LOFT (private apartment in the center),1557835,Lenneke,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in loft,Private room,95
21009976,Modern comfortable home by the Vondelpark,22277326,Giselle,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
21010563,Live like a local: private room in shared apartmnt,12960385,Hilde,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,100
21015038,Luxurious apartment near city center/RAI,21329305,Nevil,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,99
21018846,Cute apartment in the east of Amsterdam,5022267,Anne,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,96
21019335,Amazing Private Canal Apartment,4356084,Cornelis,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,95
21021371,Green Apartment Amsterdam East (10min. to centre),79112035,Emmelie,Utrecht,Utrecht,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,97
21021559,Room near Vondelpark in a very cozy apartment,38672944,Sebastian,Warsaw,Masovian Voivodeship,Poland,Zuid,Private room in apartment,Private room,100
21021883,"Triple bedroom, Liberté Boat Hostel, Amsterdam",48934475,The Liberte,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Boat,Entire home/apt,64
21021923,LOVELY STUDIO WITH A SUNNY BALCONY,4947200,Ismail,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,98
21022059,Beautiful independent Studio in the Canal Zone,12966783,Pieter,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,97
21023084,"'Captain's Cabin' double room, Liberté Hostel",48934475,The Liberte,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Boat,Entire home/apt,78
21023214,"Triple bedroom, Liberté Boat Hostel, Amsterdam",48934475,The Liberte,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Boat,Entire home/apt,85
21024509,Neat & Room 1 MIN WALK public transport near city,151414609,B Singh,The Netherlands,,,Bijlmer-Centrum,Private room in condominium,Private room,82
21031437,Bright & Sunny Apartment in Central A'dam (Pijp),151483539,Hugo,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21035577,Amazing spacious appt. in beautiful AMS-East | 2P,14352936,Dudink,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,92
21035746,Beautiful Apartment near City Centre (Oud-West),14181559,Rianne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
21036754,Get inspired + Feel at home + Entire house,3398084,Cem,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
21038260,"1 bedroom appartment, just south from city centre",151531864,Ruben,Amsterdam,North Holland,The Netherlands,Buitenveldert - Zuidas,Entire apartment,Entire home/apt,100
21039500,BEAUTIFUL AND LUXURY APARTMENT ON A GREAT LOCATION,8134502,Bas,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,95
21048359,.,151371725,.,Rotterdam,South Holland,The Netherlands,Slotervaart,Private room in apartment,Private room,96
21048399,Unique home ⭐️⭐️⭐️⭐️⭐️ Oud West -> next to Vondelpark,4760703,Laura & Emiel,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21048475,Modern house+Roof terrace | 3 people's Retreat,65859990,Martijn,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
21050076,Spacious 2 persons apt. in Jordaan/Westerpark area,22851584,Nicky & Olivier,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
21050762,Original and comfy apartment in central Amsterdam,13821487,Katinka,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
21051659,"Cosy 50m2 apartment, 17min away from center",17774207,Stela,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire apartment,Entire home/apt,
21053268,Apartment with kingsize bed on amazing location,38225474,Daan,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21062629,Luxurious apartment at prime and upscale location!,94061886,Amina,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
21062685,Bright & cozy canal apartment with balcony | 2P,21709488,Charlotte,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,99
21070372,105m2 Modern apt. 2 sleep-rooms & balcony.,7282414,Luis,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,95
21070432,A small cosy room in a lovely spacious house,72364281,Tatjana,Amsterdam,North Holland,The Netherlands,Bijlmer-Oost,Private room in house,Private room,98
21073542,Luxurious family house nearby central station.,10926645,"Femke, Jaap Jan",Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,100
21076544,Central apartment next to Heineken Experience,10076890,Elke,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,92
21078155,"Lovely Studio Apartment, close to Amsterdam Centre",47827878,Megan,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
21079088,New large Apartment+private garden near Vondelpark,34630004,Hanne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
21084288,Amsterdam East: Cozy new family home +parking spot,68617694,Bas,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire house,Entire home/apt,
21086834,"Cool, Cozy & Authentic @hip area close to Jordaan!",8311697,Wouter,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,98
21086966,Beautiful family house in hip North + free parking,152015271,Roselien,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,100
21087764,"Large Studio, close to Vondelpark & Museum Square",152020315,Henk,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
21089325,Amsterdam,127500048,Alexander,Amsterdam,North Holland,The Netherlands,Buitenveldert - Zuidas,Entire loft,Entire home/apt,100
21089579,Studio on a houseboat!,28485982,Anouk,Amsterdam,North Holland,The Netherlands,Noord-Oost,Boat,Entire home/apt,100
21089629,Cozy an Comfortable Home Next to City Center,49087186,Kyon,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21090327,"Light, bright appartment for two in lovely west!",20325436,Jelle & Lonneke,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21093374,Modern family house in Amsterdam,30201828,Marcus,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,95
21094529,Retreat for 4 in Amsterdam Oud West,3723952,Gabriela,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
21094766,A room in our funky West-Amsterdam Apartment,5466415,Josh,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,99
21100665,Affordable and Comfortable Stay in Amsterdam,149803755,Brian,Amsterdam,North Holland,The Netherlands,Osdorp,Entire apartment,Entire home/apt,94
21100985,NEW: Modern 2 bedroom apartment w sunny balcony!,152004403,Nicolette,The Netherlands,,,Buitenveldert - Zuidas,Entire apartment,Entire home/apt,100
21103093,Ibiza Houseboatloft Amsterdam,4781137,Joke & Gerard,Amsterdam,North Holland,The Netherlands,Oud-Noord,Private room in guest suite,Private room,98
21103171,GREAT apt. for 4! Pijp area!,152163761,Robin,The Netherlands,,,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,99
21106957,Room 5 minutes to RAI,88032417,Amine,The Netherlands,,,De Pijp - Rivierenbuurt,Private room in house,Private room,
21107296,Cosy room in a shared apartment,89092641,Demi,The Netherlands,,,Oostelijk Havengebied - Indische Buurt,Private room in apartment,Private room,
21107528,Super Luxurious Amsterdam Apartment,29313997,Elis,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21108062,Luxury Apartment in hip Amsterdam-West,12829934,Nicole,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire loft,Entire home/apt,99
21108929,Great apartment: luxurious and very spacious!,4989194,Lara,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
21110919,Studio apartment (max 4p) near Amsterdam Arena,152229108,E,Amsterdam,North Holland,The Netherlands,Bijlmer-Centrum,Private room in apartment,Private room,91
21114452,Spacious house with rooftop terrace,12638398,Jonne & Sjors,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Private room in apartment,Private room,100
21114603,Loft Amsterdam IJburg,4108748,Niels,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire townhouse,Entire home/apt,97
21115596,Luxurious Family House with a Playing-ground!,65859990,Martijn,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,93
21116197,Your own luxurious private boat with cinema!,152013045,Asile Flottant,Amsterdam,North Holland,The Netherlands,Oud-Noord,Boat,Entire home/apt,96
21117591,Cute city center apartment!,152303342,Frederick,The Netherlands,,,Centrum-Oost,Entire apartment,Entire home/apt,88
21118552,"Awesome, new and centrally located apartment",20791077,Lonneke,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
21118786,Bright Room close to Vondelpark and Museumsquare,16739241,Dominique,Amsterdam,North Holland,The Netherlands,Zuid,Private room in apartment,Private room,99
21133841,Big & Bright Modern Apartment with Roof Terrace,142145,Justin,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21133952,Cosy 2-bedroom apartment Amsterdam-West (Baarsjes),7133864,Lotte,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
21142758,Stylish apartment near Olympic stadium/Vondelpark,42614372,Martine,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,96
21146276,Renovated two story apartment with roof terrace,152569934,Dinand,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
21147886,Large family house in hip north with free parking,152584447,Anouk,Amsterdam,North Holland,The Netherlands,Noord-Oost,Entire townhouse,Entire home/apt,100
21148341,Cozy apartment for 3 at a quiet neighborhood,65859990,Martijn,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,98
21149948,Central and spacious apartment,8249419,Joost,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
21155862,Prinsen House Suite Amsterdam City Center,73611120,Arlette,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in loft,Private room,98
21158128,"Spacious, light comfortable apartment",24456512,Jochem,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21158265,Canal views spacious family home,6839094,Diego & Petra,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,94
21162228,"Lovely, light apartment in a nice area",17609272,Sjoerd,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
21162933,"Cosy apt in trendy & popular area, 15min to centre",8091696,Aron,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,93
21169788,Cozy place next to Museumplein,152820492,Snezana,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,91
21170850,"Dinner, drink and stay over in center of Amsterdam",7369890,Thomas,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,100
21171261,Cosy studio in lovely location,152835632,Liesbeth,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,97
21171529,Best place in Amsterdam Noord,10657131,Michiel,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,94
21171963,Experience Amsterdam in a cozy houseboat,152601251,Casper&Nina,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Boat,Entire home/apt,100
21172965,Peaceful spacious private apartment,25960797,Claire,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,99
21173976,Stylish large appartment in great area,152863078,Stefanie,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,100
