listing_id,name,host_id,host_name,host_city,host_state,host_country,neighbourhood,property_type,room_type,review_scores_rating
21178495,Amsterdam - Indische buurt - Convenient appartment,1129158,Rikkert,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,98
21180046,Quiet bedroom in a canal house. Corona proof.,152812427,Cees,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in guest suite,Private room,95
21180729,Spacious and comfortable apartment for 2p,29151157,Bram,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
21181030,Cosy Apartment in Trendy Oud-West Amsterdam,61276605,Ugo,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
21181425,Mooie woning in Amsterdam aangeboden.,152946004,Lisa,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire house,Entire home/apt,
21182046,Stunning unforgettable canal view in city center,23704483,Roland,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,99
21183331,Cosy studio in the centre of Amsterdam,37159839,Thomas,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,99
21184567,Cosy city house + garden,4593452,Evelien,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,95
21186088,Amstel City Apartment 10 min from downtown Ams,125033472,Joost,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,90
21187118,Beautiful Vondelpark Apartment *Heart of Amsterdam,2387332,Flore,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
21187182,Cosy Family House in Amsterdam,17623849,Sander,Amsterdam,North Holland,The Netherlands,Geuzenveld - Slotermeer,Entire townhouse,Entire home/apt,100
21188230,Houseboat on top location in Amsterdam,153013265,Linda,Amsterdam,North Holland,The Netherlands,Centrum-West,Boat,Entire home/apt,97
21188482,Beautiful apartment next to the Amstel river,4380065,Shermin,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,92
21194463,Luxurious modern 2BR apartment with roof terrace,14621369,Emily,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
21194759,Modern & Hip – With GARDEN – Apt! City Ctr Nearby!,61566728,Carline,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
21197751,Located in the West side of Amsterdam,153104229,Wouter,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21198240,"Your own cosy, spacious and comfortable room",153108798,André & Inez,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,97
21198943,Perfectly located apartment with garden,29724843,Marnix,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,98
21200085,Bright & cozy apartment in the City Centre | 2P,59755619,Vincent,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,80
21208132,"Bright, central and newly renovated apartment",7376255,Francois,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,99
21209003,"Bright studio apartment, close to centre of A'dam",24367176,Hasti,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,100
21209059,Spacious and central appartment,4314129,Caroline,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,97
21211324,Light & trendy apartment near Vondelpark,54334377,Gijs,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21211980,"Clean comfi private studio De Pijp, self check-in",6870134,Patrick,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in condominium,Private room,99
21212061,Newly renovated apartment in the center and park,153242913,Sofia,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
21213510,Spacious apartment with picturesque canal view,66651632,Conor,Guernsey,Channel Islands,,Centrum-Oost,Private room in apartment,Private room,90
21213840,Cosy Amsterdam House,33069403,Archie,Hoofddorp,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in house,Private room,100
21215640,"Modern, Trendy & Quiet Central Apartment.",75613506,Timothy,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
21216480,Charming comfortable room next to Vondelpark,11727002,Maurice & Christelle,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,100
21216557,Familiewoning vlak bij de Amstel en park,16344806,Frank,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire townhouse,Entire home/apt,100
21221186,Spacious Apartment located in trendy Jordaan area,22732018,Katy,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
21222844,Spacious apartment at the Red Light District,51599925,Sophie,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,97
21224155,Entire apartment central Amsterdam,21716200,Marcha,Windhoek,Khomas,Namibia,Centrum-West,Entire apartment,Entire home/apt,87
21225934,The Blake at Vondelpark,68063545,Manuel,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
21226334,18th Century Groundfloor Canal House with patio,9462022,Saskia,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,99
21227020,"Appartement ""De twee dames""",38775672,Roy,Schagen,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,100
21227174,Cosy appartment with garden in 'De Pijp',23884171,Eva,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21234565,Charming & characteristic apartment,153467800,Heredium,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire place,Entire home/apt,95
21236027,"Cozy room with shower, toilet and kitchenette",153467800,Heredium,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,95
21236975,House of the Cat King,26362022,Michael,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,98
21241593,Great apartment in 'De Pijp' with tipi,13657703,Henk,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21244343,Pelican,150122232,Monzer,Amsterdam,North Holland,The Netherlands,Oud-Noord,Private room in house,Private room,95
21247283,Bright apartment with a beautiful lake view,5147287,Stephanie,Amsterdam,North Holland,The Netherlands,Geuzenveld - Slotermeer,Entire apartment,Entire home/apt,100
21248223,Beautiful house at a great place!,153608124,Jackie,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,99
21248255,Amazing cozy apartment near Rembrandtpark | 2P,57619356,Elleke,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
21250159,Excellent high-end apartment at prime location,30956077,Leidse-Home.,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
21250960,groundfloor apartment 10 minutes from center,89063225,Desi,The Netherlands,,,Watergraafsmeer,Entire apartment,Entire home/apt,100
21256715,Centrally Albert Cuyp located Apartement,68060861,Denise,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,99
21257979,Licht familiehuis in rustige buurt,153640325,Kenneth,The Netherlands,,,Gaasperdam - Driemond,Entire apartment,Entire home/apt,95
21258072,Apartment in the city centre!,4827205,Hannah,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,100
21258921,"JorDam Bed & Coffee Loft , city center Jordaan.",76731795,Noud,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in bed and breakfast,Private room,98
21258954,Luxurious apartment in Pijp with roof deck,20254262,Peet,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,97
21259251,Clyde's Pad,136064079,Clyde,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
21259747,Beautifully renovated and spacious city apartment,20278440,Hellen,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
21259844,Cosy apartment near Vondelpark,153737872,Sabine,The Netherlands,,,Zuid,Entire apartment,Entire home/apt,93
21260870,"Spacious, bright apartment by the Westerpark",13256446,Michele,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,
21261597,House with garden in Amsterdam West!,6483136,Simone,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,99
21261630,Lovely family house in trendy Amsterdam North,13685175,Collin,Amsterdam,North Holland,The Netherlands,Noord-West,Entire house,Entire home/apt,97
21262769,Romantic light apartment in Amsterdam Old West,2681127,Melanie,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
21264368,Nice comfortable apartment with large terrace!,140298957,Else,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21270067,Design apartment in the populair area the Baarsjes,16627531,Phylicia,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21270195,Nice Amsterdam Apartment,33820868,Dirk,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,100
21272559,"Cozy, Authentic & Romantic get away @the Jordaan!",129114483,Irene,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,100
21272669,Beautiful Light & Spacious Apartment by Canal Area,40053308,Micah,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,98
21273751,Nice (family)apartment 10 min from Central Station,134125506,Rik,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,95
21274476,Beautiful apartment with view,735267,Roland,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
21274665,Nice appartment near canals,4040064,Marieke,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,87
21276527,SUPER lovely 18th century canalhouse with garden!,153915376,Pien,The Netherlands,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
21277749,New apartment near Rai and city center,153928425,Jelle,Oosterbeek,Gelderland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21277877,Light apartment in quiet area of Amsterdam centre,30585860,Lukas,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,97
21282877,Groundfloor apartment in the city center 2bedrooms,39615430,Silke,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,92
21285206,'Room' in new apartment,154004568,Mike,The Netherlands,,,Oud-Noord,Private room in apartment,Private room,20
21286032,AMSTERDAM CITY CENTER HOUSE on the GROUND FLOOR!,65049184,Benck,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,93
21287142,Perfect Couple getaway in Jordaan Area - Next to Anne Frank house,153884496,Celine,The Netherlands,,,Centrum-West,Entire apartment,Entire home/apt,86
21287496,Renovated Apartment close to Vondelpark 4-5 pers.,154014683,Dana,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,97
21288930,Houseboat 15 minutes from city center,16888142,Nicole,Amsterdam,North Holland,The Netherlands,Zuid,Private room in houseboat,Private room,100
21289053,Perfect apartment to explore Amsterdam,154033734,Paw,The Netherlands,,,Westerpark,Entire apartment,Entire home/apt,80
21291610,Nice room with double bed in Amsterdam,5954908,Danillo,Amsterdam,North Holland,The Netherlands,Westerpark,Private room in apartment,Private room,100
21294358,Lovely Appartment in Amsterdam,13751035,Liza,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,99
21300735,"Lovely 2 Bed Apt, Spacious, Bright, Comfortable",30197401,Rory,The Netherlands,,,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21301815,"Amsterdam townhouse + sauna, 165m2",61403264,E.,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire house,Entire home/apt,100
21301924,Perfect apartment to explore Amsterdam in De Pijp,154156484,Yulia,The Netherlands,,,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,92
21307951,Lovely spacious family house in Amsterdam,48491702,Martijn,Amsterdam,North Holland,The Netherlands,Noord-West,Entire house,Entire home/apt,100
21315380,Modern & Spacious easy to reach! Close to RAI&PIJP,46534004,Pelle,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,
21315774,Romantic flat in populair district De Pijp,154282082,Auke,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,99
21317969,Modern 2-bedroom Apartment in trendy A'dam West!,61738016,Jan Willem,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
21319088,"Cozy, bright and spacious attic room",17212800,Jonathan,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,98
21319098,Studio Apartment,13104104,A,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in apartment,Private room,96
21320570,"Luxurious room in green area, 15 min from Centre!",154325752,Reita,The Netherlands,,,Gaasperdam - Driemond,Private room in house,Private room,95
21321370,Magnificent|2level Penthouse-Loft| 280m|80mTerrace,154332831,Melanie,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire loft,Entire home/apt,97
21324073,Private & fully renovated apartment in Javastraat!,60384621,Janneke,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,96
21324372,Lovely Room close to the city center,151759692,Chafia,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,88
21327054,Big room,4978942,Beca,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in house,Private room,98
21330490,Design & comfort next to the Skinny Bridge!,141083153,Niko & Fany,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,98
21330883,Lovely&private studio in the citycenter!,15996910,Eva & Matias,The Netherlands,,,Centrum-Oost,Private room in tiny house,Private room,92
21331363,Comfortable and romantic groundfloor apartment,35654015,Henny,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
21331374,Beautiful spacious house in Amsterdam at a canal,11813471,Anja,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire house,Entire home/apt,99
21331644,Serene apartment in the coolest area of Amsterdam,3990578,Claire,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,95
21343131,Beautiful waterside apartment (near the Pijp),26174924,Amaya,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
21344955,Super cosy appartment near city center,35096402,Jarvis,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Private room in apartment,Private room,90
21345715,Cozy Home in centre Amsterdam,14441385,Kurtly,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,90
